"";"study.es";"study";"year";"country";"rob";"disorder";"therapy";"patient";"improved.ig";"n.ig";"improved.cg";"n.cg";"plogit.ig";"se.plogit.ig";"plogit.cg";"se.plogit.cg";"logrr";"se.logrr";"reference"
"268";"Bellino, 2010 ";"Bellino, 2010";2010;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";1;27;1;28;-3,25809653802148;1,01904933073014;-3,29583686600433;1,01835015443463;0,0357180826020792;1,12333520272065;"Bellino, S., Rinaldi, C., & Bogetto, F. (2010). Adaptation of interpersonal psychotherapy to borderline personality disorder: a comparison of combined therapy and single pharmacotherapy. The Canadian Journal of Psychiatry, 55(2), 74-81."
"269";"Bozzatello, 2020";"Bozzatello, 2020";2020;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";2;22;0;21;-2,30258509299405;0,741619848709566;-3,76120011569356;1,43056339527718;1,56397553835734;1,51955385809407;"Bozzatello, P., & Bellino, S. (2020). Interpersonal psychotherapy as a single treatment for borderline personality disorder: a pilot randomized-controlled study. Frontiers in Psychiatry, 11, 578910."
"270";"Carter, 2010";"Carter, 2010";2010;"Other";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";1;38;4;35;-3,61091791264422;1,01342341941906;-2,04769284336526;0,531279648129052;-1,17973783348048;0,91364426820856;"Carter, G. L., Willcox, C. H., Lewin, T. J., Conrad, A. M., & Bendit, N. (2010). Hunter DBT project: randomized controlled trial of dialectical behaviour therapy in women with borderline personality disorder. Australian & New Zealand Journal of Psychiatry, 44(2), 162-173."
"271";"Dixon-Gordon, 2015 ";"Dixon";2015;"North America";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";2;13;1;6;-1,70474809223843;0,768706114785807;-1,6094379124341;1,09544511501033;-0,220061884776802;0,915831009928381;"Dixon-Gordon, K. L., Chapman, A. L., & Turner, B. J. (2015). A preliminary pilot study comparing dialectical behavior therapy emotion regulation skills with interpersonal effectiveness skills and a control group treatment. Journal of Experimental Psychopathology, 6(4), 369-388."
"272";"Doering, 2010";"Doering, 2010";2010;"Europe";"low";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";9;52;3;52;-1,56397553835734;0,366560943179438;-2,79320800944252;0,594761714133181;0,998528830111127;0,594038892256883;"Doering, S., Hörz, S., Rentrop, M., Fischer-Kern, M., Schuster, P., Benecke, C., ... & Buchheim, P. (2010). Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial. The British Journal of Psychiatry, 196(5), 389-395."
"273";"Farrell, 2009 ";"Farrell, 2009";2009;"North America";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";10;16;0;16;0,510825623765991;0,516397779494322;-3,49650756146648;1,43548112513055;3,04452243772342;1,40500034662842;"Farrell, J. M., Shaw, I. A., & Webber, M. A. (2009). A schema-focused approach to group psychotherapy for outpatients with borderline personality disorder: a randomized controlled trial. Journal of behavior therapy and experimental psychiatry, 40(2), 317-328."
"274";"Feigenbaum, 2012";"Feigenbaum, 2012";2012;"Europe";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";1;25;0;16;-3,17805383034795;1,02062072615966;-3,49650756146648;1,43548112513055;0,663294217410264;1,60213760950366;"Feigenbaum, J. D., Fonagy, P., Pilling, S., Jones, A., Wildgoose, A., & Bebbington, P. E. (2012). A real‐world study of the effectiveness of DBT in the UK National Health Service. British Journal of Clinical Psychology, 51(2), 121-141."
"275";"Gregory, 2008 ";"Gregory, 2008";2008;"North America";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";3;15;0;15;-1,38629436111989;0,645497224367903;-3,43398720448515;1,4368424162142;1,94591014905531;1,46856461473432;"Gregory, R. J., Chlebowski, S., Kang, D., Remen, A. L., Soderberg, M. G., Stepkovitch, J., & Virk, S. (2008). A controlled trial of psychodynamic psychotherapy for co-occurring borderline personality disorder and alcohol use disorder. Psychotherapy: Theory, Research, Practice, Training, 45(1), 28."
"276";"Herpertz, 2020";"Herpertz, 2020";2020;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";2;25;0;24;-2,4423470353692;0,737209780774486;-3,89182029811063;1,42857142857143;1,5694325778204;1,52314411241841;"Herpertz, S. C., Matzke, B., Hillmann, K., Neukel, C., Mancke, F., Jaentsch, B., ... & Dempfle, A. (2021). A mechanism-based group-psychotherapy approach to aggressive behaviour in borderline personality disorder: findings from a cluster-randomised controlled trial. BJPsych open, 7(1), e17."
"277";"Hilden, 2020";"Hilden, 2020";2020;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";5;25;3;12;-1,38629436111989;0,5;-1,09861228866811;0,666666666666667;-0,260964684113068;0,590183684337307;"Hilden, H. M., Rosenström, T., Karila, I., Elokorpi, A., Torpo, M., Arajärvi, R., & Isometsä, E. (2021). Effectiveness of brief schema group therapy for borderline personality disorder symptoms: a randomized pilot study. Nordic journal of psychiatry, 75(3), 176-185."
"278";"Koons, 2001 ";"Koons, 2001";2001;"North America";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";5;14;4;14;-0,587786664902119;0,557773351022717;-0,916290731874155;0,591607978309962;0,200670695462151;0,515857896670823;"Koons, C. R., Robins, C. J., Tweed, J. L., Lynch, T. R., Gonzalez, A. M., Morse, J. Q., ... & Bastian, L. A. (2001). Efficacy of dialectical behavior therapy in women veterans with borderline personality disorder. Behavior therapy, 32(2), 371-390."
"279";"Kredlow, 2017a";"Kredlow, 2017a";2017;"North America";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";10;15;3;12;0,693147180559945;0,547722557505166;-1,09861228866811;0,666666666666667;0,883500909051164;0,486247109934982;"Kredlow, M. A., Szuhany, K. L., Lo, S., Xie, H., Gottlieb, J. D., Rosenberg, S. D., & Mueser, K. T. (2017). Cognitive behavioral therapy for posttraumatic stress disorder in individuals with severe mental illness and borderline personality disorder. Psychiatry Research, 249, 86-93."
"280";"Leppännen, 2016";"Leppännen, 2016";2016;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";7;19;8;32;-0,538996500732687;0,475594865605671;-1,09861228866811;0,408248290463863;0,385662480811985;0,411009866190072;"Leppänen, V., Hakko, H., Sintonen, H., & Lindeman, S. (2016). Comparing effectiveness of treatments for borderline personality disorder in communal mental health care: The Oulu BPD Study. Community mental health journal, 52, 216-227."
"281";"Majdara, 2019 ";"Majdara, 2019";2019;"Other";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";1;15;0;15;-2,63905732961526;1,03509833901353;-3,43398720448515;1,4368424162142;1,09861228866811;1,59299542014475;"Majdara, E., Rahimmian, I., Talepassand, S., & Gregory, R. J. (2019). A randomized trial of dynamic deconstructive psychotherapy in Iran for borderline personality disorder. Journal of the American Psychoanalytic Association, 67(5), NP1-NP7."
"282";"Mcmain, 2017";"Mcmain, 2017";2017;"North America";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";16;42;8;42;-0,485507815781701;0,317744454651121;-1,44691898293633;0,392952623996688;0,663294217410264;0,36220753153431;"McMain, S. F., Guimond, T., Barnhart, R., Habinski, L., & Streiner, D. L. (2017). A randomized trial of brief dialectical behaviour therapy skills training in suicidal patients suffering from borderline disorder. Acta Psychiatrica Scandinavica, 135(2), 138-148."
"283";"Philips, 2018 ";"Philips, 2018";2018;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";4;24;2;22;-1,6094379124341;0,547722557505166;-2,30258509299405;0,741619848709566;0,502628856561812;0,732776535682718;"Philips, B., Wennberg, P., Konradsson, P., & Franck, J. (2018). Mentalization-based treatment for concurrent borderline personality disorder and substance use disorder: a randomized controlled feasibility study. European Addiction Research, 24(1), 1-8."
"284";"Pistorello, 2012 ";"Pistorello, 2012";2012;"North America";"low";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Young Adults";27;31;13;32;1,90954250488444;0,53575837561072;-0,379489621704904;0,359937016532678;0,742748862732246;0,218911963863211;"Pistorello, J., Fruzzetti, A. E., MacLane, C., Gallop, R., & Iverson, K. M. (2012). Dialectical behavior therapy (DBT) applied to college students: a randomized clinical trial. Journal of consulting and clinical psychology, 80(6), 982."
"285";"Priebe, 2012 ";"Priebe, 2012";2012;"Europe";"high";"Borderline Personality Disorder";"Dialectical Behavior Therapy";"Adults";9;40;7;39;-1,23676262714893;0,378641222831377;-1,51982575374441;0,41726148019814;0,211387475858813;0,434267978910691;"Priebe, S., Bhatti, N., Barnicot, K., Bremner, S., Gaglia, A., Katsakou, C., ... & Zinkler, M. (2012). Effectiveness and cost-effectiveness of dialectical behaviour therapy for self-harming patients with personality disorder: a pragmatic randomised controlled trial. Psychotherapy and psychosomatics, 81(6), 356-365."
"286";"Reneses, 2013 ";"Reneses, 2013";2013;"Europe";"high";"Borderline Personality Disorder";"Other Psychological Treatment";"Adults";8;18;0;26;-0,22314355131421;0,474341649025257;-3,97029191355212;1,42749285429266;3,19258734496411;1,4233260890298;"Reneses, B., Galián, M., Serrano, R., Figuera, D., Fernandez del Moral, A., López-Ibor, J. J., ... & Trujillo, M. (2013). A new time limited psychotherapy for BPD: preliminary results of a randomized and controlled trial. Actas Espanolas de Psiquiatria, 41(3)."
"287";"Aagaard, 2017";"Aagaard, 2017";2017;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";12;42;12;38;-0,916290731874155;0,341565025531987;-0,773189888233482;0,348991220226056;-0,0988458346366326;0,332410231884141;"Aagaard, J., Foldager, L., Makki, A., Hansen, V., & M¸ller-Nielsen, K. (2017). The efficacy of psychoeducation on recurrent depression: a randomized trial with a 2-year follow-up. Nord J Psychiatry, 71(3), 223-229."
"288";"Ammerman, 2013";"Ammerman, 2013";2013;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Young Adults";29;47;14;46;0,476924072090309;0,300063850165669;-0,826678573184468;0,320434972230828;0,688964215471961;0,24557242191071;"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72."
"289";"Arean, 1993 - pst";"Arean, 1993";1993;"North America";"high";"Depression";"Problem-Solving Therapy";"Older Adults";14;19;0;20;1,02961941718116;0,520988072251728;-3,71357206670431;1,43135617084109;3,41730625056114;1,40317603249003;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10."
"290";"Arean, 1993 - lrt";"Arean, 1993";1993;"North America";"high";"Depression";"Other Psychological Treatment";"Older Adults";9;28;0;20;-0,747214401830221;0,404651319111256;-3,71357206670431;1,43135617084109;2,6149597780362;1,42175769763755;"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10."
"291";"Ayen, 2004 - cbt";"Ayen, 2004";2004;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";8;11;0;10;0,980829253011726;0,67700320038633;-3,04452243772342;1,44749372891149;2,74224156585049;1,39120539168244;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9."
"292";"Ayen, 2004 - sup";"Ayen, 2004";2004;"Europe";"high";"Depression";"Other Psychological Treatment";"Adults";5;20;0;10;-1,09861228866811;0,516397779494322;-3,04452243772342;1,44749372891149;1,72884564381749;1,42751518337817;"Ayen I, Hautzinger M. Cognitive behavior therapy for depression in menopausal women. A controlled, randomized treatment study. Zeitschrift fur Klinische Psychologie und Psychotherapie. 2004;33(4):290-9."
"293";"Barnhofer, 2009";"Barnhofer, 2009";2009;"Europe";"low";"Depression";"3rd-Wave CBT";"Adults";6;16;2;15;-0,510825623765991;0,516397779494322;-1,87180217690159;0,75955452531275;0,892991088046102;0,654770161360332;"Barnhofer T, Crane C, Hargus E, Amarasinghe M, Winder R, Williams JM. Mindfulness-based cognitive therapy as a treatment for chronic depression: A preliminary study. Behaviour Research and Therapy. 2009;47(5):366-73."
"294";"Basirat, 2022";"Basirat, 2022";2022;"Europe";"low";"Depression";"Cognitive Behavior Therapy";"Adults";8;20;2;20;-0,405465108108164;0,456435464587638;-2,19722457733622;0,74535599249993;1,22377543162212;0,648140481079352;"Basirat, Z., Kheirkhah, F., Faramarzi, M., Esmaelzadeh, S., Khafri, S., & Tajali, Z. (2022). Pharmacotherapy or Psychotherapy? Selective Treatment Depression in The Infertile Women with Recurrent Pregnancy Loss: A Triple-Arm Randomized Controlled Trial. International Journal of Fertility and Sterility, 16(3), 211-219. doi:10.22074/ijfs.2021.529258.1124"
"295";"Baumeister, 2021";"Baumeister, 2021";2021;"Europe";"low";"Depression";"Cognitive Behavior Therapy";"Adults";36;104;31;105;-0,635988766719997;0,206115647466947;-0,870077888719023;0,213942931712274;0,156848596268114;0,200237961045831;"Baumeister, H., Paganini, S., Sander, L. B., Lin, J., Schlicker, S., Terhorst, Y., Moshagen, M., Bengel, J., Lehr, D., & Ebert, D. D. (2021). Effectiveness of a Guided Internet- and Mobile-Based Intervention for Patients with Chronic Back Pain and Depression (WARD-BP): A Multicenter, Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 255-268. https://doi.org/10.1159/000511881 
"
"296";"Beach, 1992 - bmt";"Beach, 1992";1992;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";11;15;4;15;1,01160091167848;0,583874208121142;-1,01160091167848;0,583874208121142;0,93826963859293;0,424436668888112;"Beach SR, O'Leary KD. Treating depression in the context of marital discord: Outcome and predictors of response of marital therapy versus cognitive therapy. Behavior Therapy. 1992;23(4):507-28."
"297";"Beach, 1992 - cbt";"Beach, 1992";1992;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";10;15;4;15;0,693147180559945;0,547722557505166;-1,01160091167848;0,583874208121142;0,847297860387203;0,434083009798588;"Beach SR, O'Leary KD. Treating depression in the context of marital discord: Outcome and predictors of response of marital therapy versus cognitive therapy. Behavior Therapy. 1992;23(4):507-28."
"298";"Berger, 2011";"Berger, 2011";2011;"Europe";"low";"Depression";"Cognitive Behavior Therapy";"Adults";10;25;2;26;-0,405465108108164;0,408248290463863;-2,484906649788;0,735980072193987;1,47355080611712;0,646750771091138;"Berger T, Hämmerli K, Gubser N, Andersson G, Caspar F. Internet-based treatment of depression: A randomized controlled trial comparing guided with unguided self-help. Cognitive Behaviour Therapy. 2011;40(4):251-66."
"299";"Bolton, 2003";"Bolton, 2003";2003;"Europe";"high";"Depression";"Interpersonal Therapy";"Adults";82;139;21;145;0,363667979429703;0,172449939403707;-1,77575912788161;0,235973650537682;1,38685684355715;0,211167064224395;"Bolton P, Bass J, Neugebauer R, Verdeli H, Clougherty KF, Wickramaratne P, et al. Group interpersonal psychotherapy for depression in rural Uganda: A randomized controlled trial. JAMA. 2003;289(23):3117-24."
"300";"Brown, 1984 - bib";"Brown, 1984";1984;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";8;14;4;11;0,287682072451781;0,540061724867322;-0,559615787935423;0,626783170528009;0,404187152662672;0,428890711096944;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774."
"301";"Brown, 1984 - ind";"Brown, 1984";1984;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";8;13;4;11;0,470003629245736;0,570087712549569;-0,559615787935423;0,626783170528009;0,475646116644817;0,422893231481124;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774."
"302";"Brown, 1984 - grp";"Brown, 1984";1984;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";13;25;4;11;0,0800427076735364;0,400320384512718;-0,559615787935423;0,626783170528009;0,302280871872934;0,412461014257901;"Brown RA, Lewinsohn PM. A psychoeducational approach to the treatment of depression: Comparison of group, individual, and minimal contact procedures. Journal of Consulting and Clinical Psychology. 1984;52(5):774."
"303";"Carlbring, 2013";"Carlbring, 2013";2013;"Europe";"low";"Depression";"3rd-Wave CBT";"Adults";13;40;3;40;-0,730887508542792;0,337579789027889;-2,51230562397611;0,600300225187664;1,34992671694902;0,557140596024897;"Carlbring P, Hagglund M, Luthstrom A, Dahlin M, Kadowaki A, Vernmark K, et al. Internet-based behavioral activation and acceptance-based treatment for depression: A randomized controlled trial. Journal of Affective Disorders. 2013;148(2-3):331-7."
"304";"Carr, 2017";"Carr, 2017";2017;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";16;40;14;42;-0,405465108108164;0,322748612183951;-0,693147180559945;0,327326835353989;0,177413833297884;0,28522063049163;"Carr, A., Finnegan, L., Griffin, E., Cotter, P., & Hyland, A. (2017). A Randomized Controlled Trial of the Say Yes to Life (SYTL) Positive Psychology Group Psychotherapy Program for Depression: An Interim Report. Journal of Contemporary Psychotherapy, 47(3), 153-161."
"305";"Carta, 2012";"Carta, 2012";2012;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";14;34;10;30;-0,356674943938732;0,348466026218585;-0,693147180559945;0,387298334620742;0,199540751839103;0,320048777512422;"Carta MG, Petretto D, Adamo S, Bhat KM, Lecca ME, Mura G, et al. Counseling in primary care improves depression and quality of life. Clinical Practice and Epidemiology in Mental Health. 2012;8."
"306";"Casanas, 2012";"Casanas, 2012";2012;"Europe";"low";"Depression";"Cognitive Behavior Therapy";"Adults";30;119;16;112;-1,08743898806998;0,211114396452523;-1,79175946922805;0,270030862433661;0,55400315297974;0,275927266007282;"Casanas R, Catalan R, del Val JL, Real J, Valero S, Casas M. Effectiveness of a psycho-educational group program for major depression in primary care: A randomized controlled trial. BMC psychiatry. 2012;12:230."
"307";"Castonguay, 2004";"Castonguay, 2004";2004;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";10;11;3;10;2,30258509299405;1,04880884817015;-0,847297860387204;0,690065559342354;1,00764051046238;0,445822570060282;"Castonguay LG, Schut AJ, Aikens DE, Constantino MJ, Laurenceau J-P, Bologh L, et al. Integrative cognitive therapy for depression: A preliminary investigation. Journal of Psychotherapy Integration. 2004;14(1):4-20."
"308";"Chan, 2012 - dmbi";"Chan, 2012";2012;"Europe";"high";"Depression";"Other Psychological Treatment";"Adults";7;17;3;16;-0,356674943938732;0,492805380304581;-1,46633706879343;0,640512615220349;0,703299552023963;0,548906823876968;"Chan AS, Wong QY, Sze SL, Kwong PP, Han YM, Cheung MC. A Chinese Chan-based mind-body intervention for patients with depression. Journal of Affective Disorders. 2012;142(1-3):283-9."
"309";"Chan, 2012 - cbt";"Chan, 2012";2012;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";8;17;3;16;-0,117783035656384;0,485912657903775;-1,46633706879343;0,640512615220349;0,828462694977969;0,534427195031182;"Chan AS, Wong QY, Sze SL, Kwong PP, Han YM, Cheung MC. A Chinese Chan-based mind-body intervention for patients with depression. Journal of Affective Disorders. 2012;142(1-3):283-9."
"310";"Chiang, 2015";"Chiang, 2015";2015;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";30;30;0;32;4,11087386417331;1,42575835443665;-4,17438726989564;1,42505060638885;3,49650756146648;0,984731927834662;"Chiang KJ, Chen TH, Hsieh HT, Tsai JC, Ou KL, Chou KR. One-year follow-up of the effectiveness of cognitive behavioral group therapy for patients' depression: A randomized, single-blinded, controlled study. Scientific World Journal. 2015;2015:Article ID 373149."
"311";"Cho, 2008";"Cho, 2008";2008;"Europe";"high";"Depression";"Cognitive Behavior Therapy";"Adults";8;12;2;10;0,693147180559945;0,612372435695794;-1,38629436111989;0,790569415042095;1,04942204447734;0,585157212709058;"Cho HJ, Kwon JH, Lee JJ. Antenatal cognitive-behavioral therapy for prevention of postpartum depression: A pilot study. Yonsei medical journal. 2008;49(4):553-62."
"312";"Choi, 2012";"Choi, 2012";2012;"Australia";"low";"Depression";"Cognitive Behavior Therapy";"Adults";15;32;3;31;-0,125163142954006;0,354245954216038;-2,23359222150709;0,607492896293956;1,45682451192573;0,536390857706655;"Choi I, Zou J, Titov N, Dear BF, Li S, Johnston L, et al. Culturally attuned Internet treatment for depression amongst Chinese Australians: A randomised controlled trial. Journal of Affective Disorders. 2012;136(3):459-68."
"313";"Clark, 2003 - m-itg";"Clark, 2003";2003;"North America";"high";"Depression";"Other Psychological Treatment";"Adults";3;9;2;11;-0,693147180559945;0,707106781186548;-1,50407739677627;0,781735959970572;0,527527473383922;0,702491712463868;"Clark R, Tluczek A, Wenzel A. Psychotherapy for postpartum depression: A preliminary report. American Journal of Orthopsychiatry. 2003;73(4):441-54."
"314";"Clark, 2003 - ipt";"Clark, 2003";2003;"North America";"high";"Depression";"Interpersonal Therapy";"Adults";6;15;2;11;-0,405465108108164;0,52704627669473;-1,50407739677627;0,781735959970572;0,65701845647144;0,634329175645237;"Clark R, Tluczek A, Wenzel A. Psychotherapy for postpartum depression: A preliminary report. American Journal of Orthopsychiatry. 2003;73(4):441-54."
"315";"Clark, 2008";"Clark, 2008";2008;"North America";"high";"Depression";"Other Psychological Treatment";"Adults";6;14;1;15;-0,287682072451781;0,540061724867322;-2,63905732961526;1,03509833901353;1,5330284432921;0,828873436803945;"Clark R, Tluczek A, Brown R. A mother–infant therapy group model for postpartum depression. Infant Mental Health Journal. 2008;29(5):514-36."
"316";"Cohen, 2010";"Cohen, 2010";2010;"North America";"high";"Depression";"Other Psychological Treatment";"Adults";5;18;2;17;-0,955511445027436;0,526234811584218;-2,01490302054226;0,752772652709081;0,732887509209459;0,686018418572906;"Cohen S, O'Leary KD, Foran H. A randomized clinical trial of a brief, problem-focused couple therapy for depression. Behavior Therapy. 2010;41(4):433-46."
"317";"De Groot, 2019";"De Groot, 2019";2019;"North America";"low";"Depression";"Cognitive Behavior Therapy";"Older Adults";11;36;10;36;-0,82098055206983;0,361813613493316;-0,955511445027436;0,372104203767625;0,0909717782057268;0,356931501032454;"De Groot, M., Shubrook, J. H., Hornsby, W. G., Pillay, Y., Mather, K. J., Fitzpatrick, K., . . . Saha, C. (2019). Program ACTIVE II: Outcomes from a randomized, multistate community-based depression treatment for rural and urban adults with type 2 diabetes. Diabetes care, 42(7), 1185-1193. doi:10.2337/dc18-2400"
"318";"De Jong, 2018";"De Jong, 2018";2018;"North America";"high";"Depression";"3rd-Wave CBT";"Adults";7;26;1;14;-0,998528830111127;0,442141065503433;-2,56494935746154;1,03774904332554;1,00644182886845;0,832645563071117;"De Jong M, Peeters F, Gard T, et al. A randomized controlled pilot study on mindfulness-based cognitive therapy for unipolar depression in patients with chronic pain. Journal of clinical psychiatry 2018; 79(1): 26‐34."
"319";"Dennis, 2020";"Dennis, 2020";2020;"North America";"high";"Depression";"Interpersonal Therapy";"Adults";64;120;20;121;0,133531392624523;0,18298126367785;-1,61938824328727;0,244746787719492;1,15450484750726;0,218529530984376;"Dennis CL, Grigoriadis S, Zupancic J, Kiss A, Ravitz P. Telephone-based nurse-delivered interpersonal psychotherapy for postpartum depression: nationwide randomised controlled trial. Br J Psychiatry. 2020;216(4):189-196."
"320";"Dimidjian, 2006 - bat";"Dimidjian, 2006";2006;"North America";"high";"Depression";"Behavorial Activation";"Adults";19;43;14;53;-0,233614851181505;0,307080194109023;-1,02450431651439;0,311559941375006;0,503186531950495;0,280298901159561;"Dimidjian S, Hollon SD, Dobson KS, Schmaling KB, Kohlenberg RJ, Addis ME, et al. Randomized trial of behavioral activation, cognitive therapy, and antidepressant medication in the acute treatment of adults with major depression. Journal of Consulting and Clinical Psychology. 2006;74(4):658-70."
"321";"Dimidjian, 2006 - cbt";"Dimidjian, 2006";2006;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Adults";20;45;14;53;-0,22314355131421;0,3;-1,02450431651439;0,311559941375006;0,50824556466289;0,277626357327954;"Dimidjian S, Hollon SD, Dobson KS, Schmaling KB, Kohlenberg RJ, Addis ME, et al. Randomized trial of behavioral activation, cognitive therapy, and antidepressant medication in the acute treatment of adults with major depression. Journal of Consulting and Clinical Psychology. 2006;74(4):658-70."
"322";"Dindo, 2012";"Dindo, 2012";2012;"North America";"high";"Depression";"3rd-Wave CBT";"Adults";17;31;2;14;0,194156014440957;0,360904559184746;-1,79175946922805;0,763762615825973;1,17007125265025;0,597018683254926;"Dindo L, Recober A, Marchman JN, Turvey C, O'Hara MW. One-day behavioral treatment for patients with comorbid depression and migraine: A pilot study. Behaviour Research and Therapy. 2012;50(9):537-43."
"323";"Dobkin, 2011";"Dobkin, 2011";2011;"North America";"high";"Depression";"Cognitive Behavior Therapy";"Older Adults";10;41;1;39;-1,1314021114911;0,36367301868042;-3,63758615972639;1,01307245025896;1,89651739372574;0,844092365008943;"Dobkin RD, Menza M, Allen LA, Gara MA, Mark MH, Tiu J, et al. Cognitive-behavioral therapy for depression in Parkinson's disease: A randomized, controlled trial. American Journal of Psychiatry. 2011;168(10):1066-74."
"324";"Dobkin, 2020";"Dobkin, 2020";2020;"North America";"low";"Depression";"Cognitive Behavior Therapy";"Older Adults";7;37;0;35;-1,45528723260684;0,419750492781695;-4,26267987704132;1,42413798983262;2,65324196460721;1,4416995708476;"Dobkin RD, Mann SL, Gara MA, Interian A, Rodriguez KM, Menza M. Telephone-based cognitive behavioral therapy for depression in Parkinson disease: A randomized controlled trial. Neurology. 2020;94(16):e1764-e1773."
"325";"Dobkin, 2021";"Dobkin, 2021";2021;"North America";"low";"Depression";"Cognitive Behavior Therapy";"Adults";7;45;1;45;-1,69167601067107;0,411306372830311;-3,78418963391826;1,01129979369486;1,6094379124341;0,869507881530671;"Dobkin, R. D., Mann, S. L., Weintraub, D., Rodriguez, K. M., Miller, R. B., St. Hill, L., King, A., Gara, M. A., & Interian, A. (2021). Innovating Parkinson's Care: A Randomized Controlled Trial of Telemedicine Depression Treatment [Article]. Movement disorders, 36(11), 2549-2558. https://doi.org/10.1002/mds.28548 
"
"326";"Dowrick, 2000";"Dowrick, 2000";2000;"Europe";"low";"Depression";"Problem-Solving Therapy";"Adults";45;128;50;189;-0,612178118026278;0,1851227025335;-1,02245092770255;0,16490677549548;0,284199109862797;0,169472287273894;"Dowrick, C., Dunn, G., Ayuso-Mateos, J. L., Dalgard, O. S., Page, H., Lehtinen, V., ... Wilkinson, G. (2000). Problem solving treatment and group psychoeducation for depression: multicentre randomised controlled trial Outcomes of Depression International Network [ODIN] Group. Bmj, 321(7274), 1450-1454. Retrieved from http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/836/CN-00623836/frame.html"
"327";"Duarte, 2009";"Duarte, 2009";2009;"Europe";"low";"Depression";"Cognitive Behavior Therapy";"Adults";17;41;9;44;-0,344840486291729;0,317001886553426;-1,35812348415319;0,373741273720925;0,680704844258515;0,340349407790091;"Duarte PS, Miyazaki MC, Blay SL, Sesso R. Cognitive-behavioral group therapy is an effective treatment for major depression in hemodialysis patients. Kidney international. 2009;76(4):414-21."
"328";"Ekers, 2011";"Ekers, 2011";2011;"Europe";"low";"Depression";"Behavorial Activation";"Adults";11;23;5;24;-0,0870113769896298;0,417423554968361;-1,33500106673234;0,502624689950035;0,779271639531347;0,430587024348549;"Ekers D, Richards D, McMillan D, Bland JM, Gilbody S. Behavioural activation delivered by the non-specialist: Phase II randomised controlled trial. The British Journal of Psychiatry. 2011;198(1):66-72."
